ingredient_id,date,unit_cost
ING001,2024-05-02,15570.0
ING001,2024-05-03,15540.0
ING001,2024-05-04,15560.0
ING001,2024-05-05,15550.0
ING001,2024-05-06,15540.0
ING001,2024-05-07,15580.0
ING001,2024-05-08,15610.0
ING001,2024-05-09,15630.0
ING001,2024-05-10,15680.0
ING001,2024-05-11,15670.0
ING001,2024-05-12,15690.0
ING001,2024-05-13,15670.0
ING001,2024-05-14,15670.0
ING001,2024-05-15,15660.0
ING001,2024-05-16,15660.0
ING001,2024-05-17,15670.0
ING001,2024-05-18,15640.0
ING001,2024-05-19,15710.0
ING001,2024-05-20,15660.0
ING001,2024-05-21,15610.0
ING001,2024-05-22,15650.0
ING001,2024-05-23,15670.0
ING001,2024-05-24,15690.0
ING001,2024-05-25,15710.0
ING001,2024-05-26,15700.0
ING001,2024-05-27,15660.0
ING001,2024-05-28,15650.0
ING001,2024-05-29,15620.0
ING001,2024-05-30,15660.0
ING001,2024-05-31,15650.0
ING001,2024-06-01,15610.0
ING001,2024-06-02,15590.0
ING001,2024-06-03,15610.0
ING001,2024-06-04,15580.0
ING001,2024-06-05,15550.0
ING001,2024-06-06,15560.0
ING001,2024-06-07,15570.0
ING001,2024-06-08,15550.0
ING001,2024-06-09,15530.0
ING001,2024-06-10,15550.0
ING001,2024-06-11,15490.0
ING001,2024-06-12,15440.0
ING001,2024-06-13,15420.0
ING001,2024-06-14,15420.0
ING001,2024-06-15,15440.0
ING001,2024-06-16,15500.0
ING001,2024-06-17,15540.0
ING001,2024-06-18,15540.0
ING001,2024-06-19,15540.0
ING001,2024-06-20,15500.0
ING001,2024-06-21,15510.0
ING001,2024-06-22,15500.0
ING001,2024-06-23,15520.0
ING001,2024-06-24,15490.0
ING001,2024-06-25,15510.0
ING001,2024-06-26,15570.0
ING001,2024-06-27,15570.0
ING001,2024-06-28,15590.0
ING001,2024-06-29,15610.0
ING001,2024-06-30,15600.0
ING001,2024-07-01,15610.0
ING001,2024-07-02,15610.0
ING001,2024-07-03,15610.0
ING001,2024-07-04,15580.0
ING001,2024-07-05,15580.0
ING001,2024-07-06,15600.0
ING001,2024-07-07,15660.0
ING001,2024-07-08,15690.0
ING001,2024-07-09,15770.0
ING001,2024-07-10,15730.0
ING001,2024-07-11,15760.0
ING001,2024-07-12,15760.0
ING001,2024-07-13,15830.0
ING001,2024-07-14,15790.0
ING001,2024-07-15,15750.0
ING001,2024-07-16,15730.0
ING001,2024-07-17,15640.0
ING001,2024-07-18,15620.0
ING001,2024-07-19,15590.0
ING001,2024-07-20,15600.0
ING001,2024-07-21,15610.0
ING001,2024-07-22,15690.0
ING001,2024-07-23,15720.0
ING001,2024-07-24,15690.0
ING001,2024-07-25,15660.0
ING001,2024-07-26,15670.0
ING001,2024-07-27,15620.0
ING001,2024-07-28,15690.0
ING001,2024-07-29,15740.0
ING001,2024-07-30,15710.0
ING001,2024-07-31,15650.0
ING001,2024-08-01,15700.0
ING001,2024-08-02,15690.0
ING001,2024-08-03,15740.0
ING001,2024-08-04,15670.0
ING001,2024-08-05,15650.0
ING001,2024-08-06,15650.0
ING001,2024-08-07,15650.0
ING001,2024-08-08,15640.0
ING001,2024-08-09,15660.0
ING001,2024-08-10,15620.0
ING001,2024-08-11,15620.0
ING001,2024-08-12,15630.0
ING001,2024-08-13,15650.0
ING001,2024-08-14,15670.0
ING001,2024-08-15,15630.0
ING001,2024-08-16,15580.0
ING001,2024-08-17,15630.0
ING001,2024-08-18,15650.0
ING001,2024-08-19,15620.0
ING001,2024-08-20,15680.0
ING001,2024-08-21,15690.0
ING001,2024-08-22,15730.0
ING001,2024-08-23,15730.0
ING001,2024-08-24,15810.0
ING001,2024-08-25,15870.0
ING001,2024-08-26,15850.0
ING001,2024-08-27,15880.0
ING001,2024-08-28,15890.0
ING001,2024-08-29,15930.0
ING001,2024-08-30,15890.0
ING001,2024-08-31,15900.0
ING001,2024-09-01,15930.0
ING001,2024-09-02,15850.0
ING001,2024-09-03,15800.0
ING001,2024-09-04,15720.0
ING001,2024-09-05,15710.0
ING001,2024-09-06,15740.0
ING001,2024-09-07,15790.0
ING001,2024-09-08,15790.0
ING001,2024-09-09,15850.0
ING001,2024-09-10,15790.0
ING001,2024-09-11,15720.0
ING001,2024-09-12,15720.0
ING001,2024-09-13,15740.0
ING001,2024-09-14,15730.0
ING001,2024-09-15,15660.0
ING001,2024-09-16,15660.0
ING001,2024-09-17,15610.0
ING001,2024-09-18,15640.0
ING001,2024-09-19,15660.0
ING001,2024-09-20,15630.0
ING001,2024-09-21,15620.0
ING001,2024-09-22,15580.0
ING001,2024-09-23,15590.0
ING001,2024-09-24,15630.0
ING001,2024-09-25,15600.0
ING001,2024-09-26,15630.0
ING001,2024-09-27,15610.0
ING001,2024-09-28,15590.0
ING001,2024-09-29,15590.0
ING001,2024-09-30,15560.0
ING001,2024-10-01,15550.0
ING001,2024-10-02,15520.0
ING001,2024-10-03,15600.0
ING001,2024-10-04,15610.0
ING001,2024-10-05,15590.0
ING001,2024-10-06,15610.0
ING001,2024-10-07,15610.0
ING001,2024-10-08,15610.0
ING001,2024-10-09,15640.0
ING001,2024-10-10,15680.0
ING001,2024-10-11,15660.0
ING001,2024-10-12,15650.0
ING001,2024-10-13,15640.0
ING001,2024-10-14,15560.0
ING001,2024-10-15,15520.0
ING001,2024-10-16,15580.0
ING001,2024-10-17,15650.0
ING001,2024-10-18,15650.0
ING001,2024-10-19,15680.0
ING001,2024-10-20,15690.0
ING001,2024-10-21,15810.0
ING001,2024-10-22,15850.0
ING001,2024-10-23,15850.0
ING001,2024-10-24,15810.0
ING001,2024-10-25,15750.0
ING001,2024-10-26,15760.0
ING001,2024-10-27,15730.0
ING001,2024-10-28,15680.0
ING001,2024-10-29,15660.0
ING001,2024-10-30,15630.0
ING001,2024-10-31,15700.0
ING001,2024-11-01,15740.0
ING001,2024-11-02,15740.0
ING001,2024-11-03,15800.0
ING001,2024-11-04,15800.0
ING001,2024-11-05,15770.0
ING001,2024-11-06,15830.0
ING001,2024-11-07,15850.0
ING001,2024-11-08,15810.0
ING001,2024-11-09,15800.0
ING001,2024-11-10,15770.0
ING001,2024-11-11,15720.0
ING001,2024-11-12,15760.0
ING001,2024-11-13,15840.0
ING001,2024-11-14,15780.0
ING001,2024-11-15,15810.0
ING001,2024-11-16,15780.0
ING001,2024-11-17,15770.0
ING001,2024-11-18,15750.0
ING001,2024-11-19,15720.0
ING001,2024-11-20,15730.0
ING001,2024-11-21,15700.0
ING001,2024-11-22,15720.0
ING001,2024-11-23,15720.0
ING001,2024-11-24,15720.0
ING001,2024-11-25,15690.0
ING001,2024-11-26,15680.0
ING001,2024-11-27,15710.0
ING001,2024-11-28,15740.0
ING001,2024-11-29,15710.0
ING001,2024-11-30,15720.0
ING001,2024-12-01,15750.0
ING001,2024-12-02,15700.0
ING001,2024-12-03,15730.0
ING001,2024-12-04,15710.0
ING001,2024-12-05,15740.0
ING001,2024-12-06,15710.0
ING001,2024-12-07,15650.0
ING001,2024-12-08,15600.0
ING001,2024-12-09,15620.0
ING001,2024-12-10,15640.0
ING001,2024-12-11,15620.0
ING001,2024-12-12,15650.0
ING001,2024-12-13,15600.0
ING001,2024-12-14,15610.0
ING001,2024-12-15,15580.0
ING001,2024-12-16,15570.0
ING001,2024-12-17,15590.0
ING001,2024-12-18,15570.0
ING001,2024-12-19,15570.0
ING001,2024-12-20,15630.0
ING001,2024-12-21,15620.0
ING001,2024-12-22,15660.0
ING001,2024-12-23,15630.0
ING001,2024-12-24,15660.0
ING001,2024-12-25,15730.0
ING001,2024-12-26,15650.0
ING001,2024-12-27,15630.0
ING001,2024-12-28,15660.0
ING001,2024-12-29,15670.0
ING001,2024-12-30,15690.0
ING001,2024-12-31,15680.0
ING001,2025-01-01,15700.0
ING001,2025-01-02,15700.0
ING001,2025-01-03,15750.0
ING001,2025-01-04,15770.0
ING001,2025-01-05,15790.0
ING001,2025-01-06,15780.0
ING001,2025-01-07,15770.0
ING001,2025-01-08,15760.0
ING001,2025-01-09,15780.0
ING001,2025-01-10,15770.0
ING001,2025-01-11,15790.0
ING001,2025-01-12,15880.0
ING001,2025-01-13,15910.0
ING001,2025-01-14,15900.0
ING001,2025-01-15,15950.0
ING001,2025-01-16,15930.0
ING001,2025-01-17,15850.0
ING001,2025-01-18,15820.0
ING001,2025-01-19,15760.0
ING001,2025-01-20,15750.0
ING001,2025-01-21,15760.0
ING001,2025-01-22,15830.0
ING001,2025-01-23,15850.0
ING001,2025-01-24,15850.0
ING001,2025-01-25,15880.0
ING001,2025-01-26,15800.0
ING001,2025-01-27,15820.0
ING001,2025-01-28,15850.0
ING001,2025-01-29,15800.0
ING001,2025-01-30,15850.0
ING001,2025-01-31,15870.0
ING001,2025-02-01,15860.0
ING001,2025-02-02,15890.0
ING001,2025-02-03,15980.0
ING001,2025-02-04,15980.0
ING001,2025-02-05,15990.0
ING001,2025-02-06,15970.0
ING001,2025-02-07,15940.0
ING001,2025-02-08,15970.0
ING001,2025-02-09,15940.0
ING001,2025-02-10,15950.0
ING001,2025-02-11,15930.0
ING001,2025-02-12,15950.0
ING001,2025-02-13,15960.0
ING001,2025-02-14,16000.0
ING001,2025-02-15,15980.0
ING001,2025-02-16,15970.0
ING001,2025-02-17,15940.0
ING001,2025-02-18,15920.0
ING001,2025-02-19,15940.0
ING001,2025-02-20,15970.0
ING001,2025-02-21,15940.0
ING001,2025-02-22,15970.0
ING001,2025-02-23,16020.0
ING001,2025-02-24,16040.0
ING001,2025-02-25,16100.0
ING001,2025-02-26,16070.0
ING001,2025-02-27,16020.0
ING001,2025-02-28,15950.0
ING001,2025-03-01,16010.0
ING001,2025-03-02,16040.0
ING001,2025-03-03,16030.0
ING001,2025-03-04,16040.0
ING001,2025-03-05,16000.0
ING001,2025-03-06,16090.0
ING001,2025-03-07,16090.0
ING001,2025-03-08,16090.0
ING001,2025-03-09,16110.0
ING001,2025-03-10,16130.0
ING001,2025-03-11,16130.0
ING001,2025-03-12,16090.0
ING001,2025-03-13,16110.0
ING001,2025-03-14,16170.0
ING001,2025-03-15,16220.0
ING001,2025-03-16,16270.0
ING001,2025-03-17,16240.0
ING001,2025-03-18,16190.0
ING001,2025-03-19,16180.0
ING001,2025-03-20,16170.0
ING001,2025-03-21,16210.0
ING001,2025-03-22,16130.0
ING001,2025-03-23,16190.0
ING001,2025-03-24,16170.0
ING001,2025-03-25,16150.0
ING001,2025-03-26,16110.0
ING001,2025-03-27,16040.0
ING001,2025-03-28,16070.0
ING001,2025-03-29,16070.0
ING001,2025-03-30,16020.0
ING001,2025-03-31,15980.0
ING001,2025-04-01,15970.0
ING001,2025-04-02,16040.0
ING001,2025-04-03,16030.0
ING001,2025-04-04,15970.0
ING001,2025-04-05,15970.0
ING001,2025-04-06,15960.0
ING001,2025-04-07,15870.0
ING001,2025-04-08,15870.0
ING001,2025-04-09,15870.0
ING001,2025-04-10,15910.0
ING001,2025-04-11,15990.0
ING001,2025-04-12,16030.0
ING001,2025-04-13,16030.0
ING001,2025-04-14,15990.0
ING001,2025-04-15,16090.0
ING001,2025-04-16,16090.0
ING001,2025-04-17,16090.0
ING001,2025-04-18,16090.0
ING001,2025-04-19,16090.0
ING001,2025-04-20,16090.0
ING001,2025-04-21,16070.0
ING001,2025-04-22,16050.0
ING001,2025-04-23,16050.0
ING001,2025-04-24,16030.0
ING001,2025-04-25,16010.0
ING001,2025-04-26,16010.0
ING001,2025-04-27,16010.0
ING001,2025-04-28,16070.0
ING001,2025-04-29,15970.0
ING001,2025-04-30,16020.0
ING001,2025-05-01,16070.0
ING001,2025-05-02,15990.0
ING001,2025-05-03,15990.0
ING001,2025-05-04,15980.0
ING001,2025-05-05,15930.0
ING001,2025-05-06,15910.0
ING001,2025-05-07,15880.0
ING001,2025-05-08,15960.0
ING001,2025-05-09,16000.0
ING001,2025-05-10,16050.0
ING001,2025-05-11,16080.0
ING001,2025-05-12,16040.0
ING001,2025-05-13,16030.0
ING001,2025-05-14,16050.0
ING001,2025-05-15,16010.0
ING001,2025-05-16,16040.0
ING001,2025-05-17,16040.0
ING001,2025-05-18,16030.0
ING001,2025-05-19,16060.0
ING001,2025-05-20,16080.0
ING001,2025-05-21,16070.0
ING001,2025-05-22,16120.0
ING001,2025-05-23,16080.0
ING001,2025-05-24,16100.0
ING001,2025-05-25,16130.0
ING001,2025-05-26,16120.0
ING001,2025-05-27,16130.0
ING001,2025-05-28,16080.0
ING001,2025-05-29,16120.0
ING001,2025-05-30,16120.0
ING001,2025-05-31,16100.0
ING001,2025-06-01,16140.0
ING001,2025-06-02,16110.0
ING001,2025-06-03,16060.0
ING001,2025-06-04,16010.0
ING001,2025-06-05,16040.0
ING001,2025-06-06,16000.0
ING001,2025-06-07,16070.0
ING001,2025-06-08,16000.0
ING001,2025-06-09,16070.0
ING001,2025-06-10,16080.0
ING001,2025-06-11,16080.0
ING001,2025-06-12,16070.0
ING001,2025-06-13,16090.0
ING001,2025-06-14,16090.0
ING001,2025-06-15,16140.0
ING001,2025-06-16,16140.0
ING001,2025-06-17,16150.0
ING001,2025-06-18,16140.0
ING001,2025-06-19,16140.0
ING001,2025-06-20,16150.0
ING001,2025-06-21,16090.0
ING001,2025-06-22,16040.0
ING001,2025-06-23,16080.0
ING001,2025-06-24,16090.0
ING001,2025-06-25,16090.0
ING001,2025-06-26,16090.0
ING001,2025-06-27,16110.0
ING001,2025-06-28,16100.0
ING001,2025-06-29,16070.0
ING001,2025-06-30,16090.0
ING001,2025-07-01,16060.0
ING001,2025-07-02,16080.0
ING001,2025-07-03,16020.0
ING001,2025-07-04,16070.0
ING001,2025-07-05,16090.0
ING001,2025-07-06,16110.0
ING001,2025-07-07,16150.0
ING001,2025-07-08,16220.0
ING001,2025-07-09,16250.0
ING001,2025-07-10,16180.0
ING001,2025-07-11,16140.0
ING001,2025-07-12,16120.0
ING001,2025-07-13,16120.0
ING001,2025-07-14,16150.0
ING001,2025-07-15,16120.0
ING001,2025-07-16,16140.0
ING001,2025-07-17,16110.0
ING001,2025-07-18,16100.0
ING001,2025-07-19,16050.0
ING001,2025-07-20,16020.0
ING001,2025-07-21,15980.0
ING001,2025-07-22,15960.0
ING001,2025-07-23,16010.0
ING001,2025-07-24,15990.0
ING001,2025-07-25,16100.0
ING001,2025-07-26,16130.0
ING001,2025-07-27,16140.0
ING001,2025-07-28,16110.0
ING001,2025-07-29,16150.0
ING001,2025-07-30,16130.0
ING001,2025-07-31,16140.0
ING001,2025-08-01,16240.0
ING001,2025-08-02,16240.0
ING001,2025-08-03,16280.0
ING001,2025-08-04,16250.0
ING001,2025-08-05,16250.0
ING001,2025-08-06,16320.0
ING001,2025-08-07,16290.0
ING001,2025-08-08,16360.0
ING001,2025-08-09,16380.0
ING001,2025-08-10,16360.0
ING001,2025-08-11,16370.0
ING001,2025-08-12,16410.0
ING001,2025-08-13,16420.0
ING001,2025-08-14,16360.0
ING001,2025-08-15,16330.0
ING001,2025-08-16,16310.0
ING001,2025-08-17,16310.0
ING001,2025-08-18,16330.0
ING001,2025-08-19,16330.0
ING001,2025-08-20,16280.0
ING001,2025-08-21,16300.0
ING001,2025-08-22,16320.0
ING001,2025-08-23,16340.0
ING001,2025-08-24,16380.0
ING001,2025-08-25,16400.0
ING001,2025-08-26,16420.0
ING001,2025-08-27,16410.0
ING001,2025-08-28,16340.0
ING001,2025-08-29,16350.0
ING001,2025-08-30,16360.0
ING001,2025-08-31,16370.0
ING001,2025-09-01,16310.0
ING001,2025-09-02,16270.0
ING001,2025-09-03,16310.0
ING001,2025-09-04,16310.0
ING001,2025-09-05,16340.0
ING001,2025-09-06,16340.0
ING001,2025-09-07,16340.0
ING001,2025-09-08,16370.0
ING001,2025-09-09,16350.0
ING001,2025-09-10,16350.0
ING001,2025-09-11,16330.0
ING001,2025-09-12,16320.0
ING001,2025-09-13,16300.0
ING001,2025-09-14,16310.0
ING001,2025-09-15,16300.0
ING001,2025-09-16,16350.0
ING001,2025-09-17,16310.0
ING001,2025-09-18,16310.0
ING001,2025-09-19,16290.0
ING001,2025-09-20,16350.0
ING001,2025-09-21,16350.0
ING001,2025-09-22,16390.0
ING001,2025-09-23,16330.0
ING001,2025-09-24,16340.0
ING001,2025-09-25,16380.0
ING001,2025-09-26,16380.0
ING001,2025-09-27,16420.0
ING001,2025-09-28,16390.0
ING001,2025-09-29,16440.0
ING001,2025-09-30,16530.0
ING001,2025-10-01,16500.0
ING001,2025-10-02,16480.0
ING001,2025-10-03,16530.0
ING001,2025-10-04,16580.0
ING001,2025-10-05,16550.0
ING001,2025-10-06,16520.0
ING001,2025-10-07,16500.0
ING001,2025-10-08,16450.0
ING001,2025-10-09,16410.0
ING001,2025-10-10,16370.0
ING001,2025-10-11,16340.0
ING001,2025-10-12,16340.0
ING001,2025-10-13,16350.0
ING001,2025-10-14,16410.0
ING001,2025-10-15,16370.0
ING001,2025-10-16,16410.0
ING001,2025-10-17,16400.0
ING001,2025-10-18,16400.0
ING001,2025-10-19,16420.0
ING001,2025-10-20,16380.0
ING001,2025-10-21,16390.0
ING001,2025-10-22,16400.0
ING001,2025-10-23,16420.0
ING001,2025-10-24,16430.0
ING001,2025-10-25,16520.0
ING001,2025-10-26,16490.0
ING001,2025-10-27,16460.0
ING001,2025-10-28,16430.0
ING001,2025-10-29,16410.0
ING001,2025-10-30,16390.0
ING001,2025-10-31,16430.0
ING001,2025-11-01,16480.0
ING001,2025-11-02,16460.0
ING001,2025-11-03,16430.0
ING001,2025-11-04,16440.0
ING001,2025-11-05,16420.0
ING001,2025-11-06,16440.0
ING001,2025-11-07,16450.0
ING001,2025-11-08,16390.0
ING001,2025-11-09,16450.0
ING001,2025-11-10,16520.0
ING001,2025-11-11,16490.0
ING001,2025-11-12,16470.0
ING001,2025-11-13,16480.0
ING001,2025-11-14,16490.0
ING001,2025-11-15,16510.0
ING001,2025-11-16,16580.0
ING001,2025-11-17,16570.0
ING001,2025-11-18,16530.0
ING001,2025-11-19,16470.0
