property_id,period,department,departmental_revenue,departmental_expense,departmental_profit,undistributed_expense,gop
P03,2024-01,Overall,2715480000,1113939431,1601540568,608267520,993273048
P03,2024-02,Room,1117029000,375882027,741146972,0,0
P03,2024-02,F&B,209376000,237110670,-27734670,0,0
P03,2024-02,Spa&Event,436979000,240338450,196640549,0,0
P03,2024-02,Overall,1763384000,853331147,910052852,394998016,515054836
P03,2024-03,Room,1235763000,646903471,588859528,0,0
P03,2024-03,F&B,239370000,387327123,-147957123,0,0
P03,2024-03,Spa&Event,667830000,367306500,300523500,0,0
P03,2024-03,Overall,2142963000,1401537095,741425904,480023712,261402192
P03,2024-04,Room,1420409000,409601346,1010807653,0,0
P03,2024-04,F&B,263467000,256660585,6806414,0,0
P03,2024-04,Spa&Event,623560000,342958000,280602000,0,0
P03,2024-04,Overall,2307436000,1009219931,1298216068,516865664,781350404
P03,2024-05,Room,1453741000,414081090,1039659909,0,0
P03,2024-05,F&B,255262000,254284717,977282,0,0
P03,2024-05,Spa&Event,480150000,264082500,216067499,0,0
P03,2024-05,Overall,2189153000,932448308,1256704691,491991600,764713091
P03,2024-06,Room,1770067000,495618760,1274448240,0,0
P03,2024-06,F&B,297117000,269034350,28082649,0,0
P03,2024-06,Spa&Event,519378000,285657900,233720100,0,0
P03,2024-06,Overall,2586562000,1050311010,1536250989,579389888,956861101
P03,2024-07,Room,2005714000,561599920,1444114080,0,0
P03,2024-07,F&B,365374000,293845643,71528356,0,0
P03,2024-07,Spa&Event,402132000,221172600,180959399,0,0
P03,2024-07,Overall,2773220000,1076618163,1696601836,621201280,1075400556
P03,2024-08,Room,1629708000,456318240,1173389760,0,0
P03,2024-08,F&B,307431000,277256689,30174310,0,0
P03,2024-08,Spa&Event,426254000,234439700,191814299,0,0
P03,2024-08,Overall,2363393000,968014629,1395378370,529400032,865978338
P03,2024-09,Room,1201577000,397330427,804246572,0,0
P03,2024-09,F&B,231321000,252851389,-21530389,0,0
P03,2024-09,Spa&Event,906047000,498325850,407721149,0,0
P03,2024-09,Overall,2338945000,1148507667,1190437332,523923680,666513652
P03,2024-10,Room,1250079000,401048393,849030606,0,0
P03,2024-10,F&B,232831000,253712910,-20881910,0,0
P03,2024-10,Spa&Event,891603000,490381650,401221349,0,0
P03,2024-10,Overall,2374513000,1145142954,1229370045,531890912,697479133
P03,2024-11,Room,1419425000,408383562,1011041437,0,0
P03,2024-11,F&B,272941000,266351086,6589913,0,0
P03,2024-11,Spa&Event,498277000,274052350,224224650,0,0
P03,2024-11,Overall,2190643000,948786998,1241856001,492100600,749755401
P03,2024-12,Room,2077423000,581678440,1495744560,0,0
P03,2024-12,F&B,338347000,284832040,53514959,0,0
P03,2024-12,Spa&Event,467149000,256931950,210217049,0,0
P03,2024-12,Overall,2882919000,1123442430,1759476569,645773856,1113702713
P03,2025-01,Room,1949528000,545867840,1403660160,0,0
P03,2025-01,F&B,358201000,300877140,57323859,0,0
P03,2025-01,Spa&Event,585434000,321988700,263445300,0,0
P03,2025-01,Overall,2893163000,1168733680,1724429319,648068512,1076360807
P03,2025-02,Room,1080342000,383655090,696686909,0,0
P03,2025-02,F&B,221134000,254890936,-33756936,0,0
P03,2025-02,Spa&Event,324765000,178620750,146144250,0,0
P03,2025-02,Overall,1626241000,817166776,809074223,364277984,444796239
P03,2025-03,Room,1308465000,676951967,631513032,0,0
P03,2025-03,F&B,245074000,406327091,-161253091,0,0
P03,2025-03,Spa&Event,467265000,256995750,210269249,0,0
P03,2025-03,Overall,2020804000,1340274809,680529190,452660096,227869094
P03,2025-04,Room,1432452000,434960960,997491039,0,0
P03,2025-04,F&B,261134000,267824058,-6690058,0,0
P03,2025-04,Spa&Event,414576000,228016800,186559199,0,0
P03,2025-04,Overall,2108162000,930801818,1177360181,472228288,705131893
P03,2025-05,Room,1515477000,446889201,1068587798,0,0
P03,2025-05,F&B,274305000,274969638,-664638,0,0
P03,2025-05,Spa&Event,451561000,248358550,203202449,0,0
P03,2025-05,Overall,2241343000,970217390,1271125609,502060832,769064777
P03,2025-06,Room,1821736000,510086080,1311649920,0,0
P03,2025-06,F&B,318575000,290555547,28019452,0,0
P03,2025-06,Spa&Event,734462000,403954100,330507899,0,0
P03,2025-06,Overall,2874773000,1204595727,1670177272,643949152,1026228120
P03,2025-07,Room,2055591000,575565480,1480025520,0,0
P03,2025-07,F&B,371373000,310915360,60457639,0,0
P03,2025-07,Spa&Event,580391000,319215050,261175950,0,0
P03,2025-07,Overall,3007355000,1205695890,1801659109,673647520,1128011589
P03,2025-08,Room,1695483000,474735240,1220747760,0,0
P03,2025-08,F&B,298223000,285019158,13203841,0,0
P03,2025-08,Spa&Event,822639000,452451450,370187549,0,0
P03,2025-08,Overall,2816345000,1212205848,1604139151,630861280,973277871
P03,2025-09,Room,1173175000,431043800,742131199,0,0
P03,2025-09,F&B,226203000,261145406,-34942406,0,0
P03,2025-09,Spa&Event,655218000,360369900,294848100,0,0
P03,2025-09,Overall,2054596000,1052559106,1002036893,460229504,541807389
P03,2025-10,Room,1266138000,442878020,823259979,0,0
P03,2025-10,F&B,237078000,267226053,-30148053,0,0
P03,2025-10,Spa&Event,602018000,331109900,270908100,0,0
P03,2025-10,Overall,2105234000,1041213973,1064020026,471572416,592447610
P03,2025-11,Room,1483158000,465825192,1017332807,0,0
P03,2025-11,F&B,282893000,292071467,-9178467,0,0
P03,2025-11,Spa&Event,932450000,512847500,419602499,0,0
P03,2025-11,Overall,2698501000,1270744159,1427756840,604464224,823292616
P03,2025-12,Room,2175422000,609118160,1566303840,0,0
P03,2025-12,F&B,374132000,314380177,59751822,0,0
P03,2025-12,Spa&Event,837507000,460628850,376878149,0,0
P03,2025-12,Overall,3387061000,1384127187,2002933812,758701664,1244232148
P03,2026-01,Room,2008185000,562291800,1445893200,0,0
P03,2026-01,F&B,358804000,304301391,54502608,0,0
P03,2026-01,Spa&Event,690248000,379636400,310611599,0,0
P03,2026-01,Overall,3057237000,1246229591,1811007408,684821088,1126186320
P03,2026-02,Room,1115580000,432257111,683322888,0,0
P03,2026-02,F&B,201409000,246267319,-44858319,0,0
P03,2026-02,Spa&Event,923414000,507877700,415536299,0,0
P03,2026-02,Overall,2240403000,1186402130,1054000869,501850272,552150597
P03,2026-03,Room,1330166000,765508902,564657097,0,0
P03,2026-03,F&B,257578000,425604389,-168026389,0,0
P03,2026-03,Spa&Event,658554000,362204700,296349300,0,0
P03,2026-03,Overall,2246298000,1553317992,692980007,503170752,189809255
P03,2026-04,Room,1516869000,476018598,1040850401,0,0
P03,2026-04,F&B,271103000,275633924,-4530924,0,0
P03,2026-04,Spa&Event,286456000,157550800,128905200,0,0
P03,2026-04,Overall,2074428000,909203323,1165224676,464671872,700552804
P03,2026-05,Room,1593461000,484476021,1108984978,0,0
P03,2026-05,F&B,299392000,286256017,13135982,0,0
P03,2026-05,Spa&Event,365682000,201125100,164556899,0,0
P03,2026-05,Overall,2258535000,971857138,1286677861,505911840,780766021
P03,2026-06,Room,1805613000,505571640,1300041360,0,0
P03,2026-06,F&B,318405000,290098156,28306843,0,0
P03,2026-06,Spa&Event,827002000,454851100,372150899,0,0
P03,2026-06,Overall,2951020000,1250520896,1700499103,661028480,1039470623
P04,2023-07,Room,2766582000,774642960,1991939040,0,0
P04,2023-07,F&B,513122000,303837163,209284836,0,0
P04,2023-07,Spa&Event,670292000,368660600,301631400,0,0
P04,2023-07,Overall,3949996000,1447140723,2502855276,884799104,1618056172
P04,2023-08,Room,2038226000,570703280,1467522720,0,0
P04,2023-08,F&B,410015000,273748156,136266843,0,0
P04,2023-08,Spa&Event,745614000,410087700,335526299,0,0
