property_id,room_type,date,rooms_sold,adr,total_rooms_available,occupancy_rate,revpar
P01,Deluxe,2023-09-05,22,1340591.0,42,0.5238,702202.0
P01,Deluxe,2023-09-06,25,1350400.0,42,0.5952,803758.0
P01,Deluxe,2023-09-07,25,1342040.0,42,0.5952,798782.0
P01,Deluxe,2023-09-08,28,1356750.0,42,0.6667,904545.0
P01,Deluxe,2023-09-09,29,1340897.0,42,0.6905,925889.0
P01,Deluxe,2023-09-10,26,1340115.0,42,0.619,829531.0
P01,Deluxe,2023-09-11,26,1349346.0,42,0.619,835245.0
P01,Deluxe,2023-09-12,28,1349500.0,42,0.6667,899712.0
P01,Deluxe,2023-09-13,21,1344810.0,42,0.5,672405.0
P01,Deluxe,2023-09-14,25,1352640.0,42,0.5952,805091.0
P01,Deluxe,2023-09-15,27,1357963.0,42,0.6429,873034.0
P01,Deluxe,2023-09-16,29,1358655.0,42,0.6905,938151.0
P01,Deluxe,2023-09-17,26,1354231.0,42,0.619,838269.0
P01,Deluxe,2023-09-18,21,1363095.0,42,0.5,681548.0
P01,Deluxe,2023-09-19,23,1354652.0,42,0.5476,741807.0
P01,Deluxe,2023-09-20,24,1344125.0,42,0.5714,768033.0
P01,Deluxe,2023-09-21,27,1349000.0,42,0.6429,867272.0
P01,Deluxe,2023-09-22,29,1354655.0,42,0.6905,935389.0
P01,Deluxe,2023-09-23,28,1360893.0,42,0.6667,907307.0
P01,Deluxe,2023-09-24,25,1373040.0,42,0.5952,817233.0
P01,Deluxe,2023-09-25,26,1376538.0,42,0.619,852077.0
P01,Deluxe,2023-09-26,25,1364840.0,42,0.5952,812353.0
P01,Deluxe,2023-09-27,24,1351333.0,42,0.5714,772152.0
P01,Deluxe,2023-09-28,26,1344615.0,42,0.619,832317.0
P01,Deluxe,2023-09-29,28,1353643.0,42,0.6667,902474.0
P01,Deluxe,2023-09-30,30,1356067.0,42,0.7143,968639.0
P01,Deluxe,2023-10-01,24,1357458.0,42,0.5714,775652.0
P01,Deluxe,2023-10-02,25,1364720.0,42,0.5952,812281.0
P01,Deluxe,2023-10-03,25,1374360.0,42,0.5952,818019.0
P01,Deluxe,2023-10-04,24,1367792.0,42,0.5714,781556.0
P01,Deluxe,2023-10-05,24,1362208.0,42,0.5714,778366.0
P01,Deluxe,2023-10-06,30,1357467.0,42,0.7143,969639.0
P01,Deluxe,2023-10-07,27,1356148.0,42,0.6429,871868.0
P01,Deluxe,2023-10-08,20,1357750.0,42,0.4762,646561.0
P01,Deluxe,2023-10-09,22,1368455.0,42,0.5238,716797.0
P01,Deluxe,2023-10-10,24,1365333.0,42,0.5714,780151.0
P01,Deluxe,2023-10-11,26,1368192.0,42,0.619,846911.0
P01,Deluxe,2023-10-12,24,1370042.0,42,0.5714,782842.0
P01,Deluxe,2023-10-13,29,1366276.0,42,0.6905,943414.0
P01,Deluxe,2023-10-14,28,1365893.0,42,0.6667,910641.0
P01,Deluxe,2023-10-15,27,1362370.0,42,0.6429,875868.0
P01,Deluxe,2023-10-16,26,1363154.0,42,0.619,843792.0
P01,Deluxe,2023-10-17,26,1366077.0,42,0.619,845602.0
P01,Deluxe,2023-10-18,23,1363043.0,42,0.5476,746402.0
P01,Deluxe,2023-10-19,21,1366714.0,42,0.5,683357.0
P01,Deluxe,2023-10-20,30,1362333.0,42,0.7143,973114.0
P01,Deluxe,2023-10-21,30,1363033.0,42,0.7143,973614.0
P01,Deluxe,2023-10-22,28,1369321.0,42,0.6667,912926.0
P01,Deluxe,2023-10-23,26,1374769.0,42,0.619,850982.0
P01,Deluxe,2023-10-24,26,1377423.0,42,0.619,852625.0
P01,Deluxe,2023-10-25,25,1357800.0,42,0.5952,808163.0
P01,Deluxe,2023-10-26,23,1358783.0,42,0.5476,744070.0
P01,Deluxe,2023-10-27,31,1366968.0,42,0.7381,1008959.0
P01,Deluxe,2023-10-28,31,1365194.0,42,0.7381,1007650.0
P01,Deluxe,2023-10-29,26,1350731.0,42,0.619,836102.0
P01,Deluxe,2023-10-30,25,1353040.0,42,0.5952,805329.0
P01,Deluxe,2023-10-31,26,1382038.0,42,0.619,855482.0
P01,Deluxe,2023-11-01,24,1415625.0,42,0.5714,808888.0
P01,Deluxe,2023-11-02,28,1428286.0,42,0.6667,952238.0
P01,Deluxe,2023-11-03,35,1425629.0,42,0.8333,1187977.0
P01,Deluxe,2023-11-04,31,1426097.0,42,0.7381,1052602.0
P01,Deluxe,2023-11-05,26,1430115.0,42,0.619,885241.0
P01,Deluxe,2023-11-06,26,1437192.0,42,0.619,889622.0
P01,Deluxe,2023-11-07,27,1429741.0,42,0.6429,919180.0
P01,Deluxe,2023-11-08,24,1419458.0,42,0.5714,811078.0
P01,Deluxe,2023-11-09,26,1440692.0,42,0.619,891788.0
P01,Deluxe,2023-11-10,28,1439536.0,42,0.6667,959739.0
P01,Deluxe,2023-11-11,32,1444125.0,42,0.7619,1100279.0
P01,Deluxe,2023-11-12,26,1450231.0,42,0.619,897693.0
P01,Deluxe,2023-11-13,30,1444467.0,42,0.7143,1031783.0
P01,Deluxe,2023-11-14,27,1448074.0,42,0.6429,930967.0
P01,Deluxe,2023-11-15,28,1438714.0,42,0.6667,959191.0
P01,Deluxe,2023-11-16,28,1432357.0,42,0.6667,954952.0
P01,Deluxe,2023-11-17,29,1431586.0,42,0.6905,988510.0
P01,Deluxe,2023-11-18,32,1430062.0,42,0.7619,1089564.0
P01,Deluxe,2023-11-19,29,1433724.0,42,0.6905,989986.0
P01,Deluxe,2023-11-20,25,1432480.0,42,0.5952,852612.0
P01,Deluxe,2023-11-21,28,1428036.0,42,0.6667,952072.0
P01,Deluxe,2023-11-22,28,1436143.0,42,0.6667,957477.0
P01,Deluxe,2023-11-23,31,1436419.0,42,0.7381,1060221.0
P01,Deluxe,2023-11-24,33,1439061.0,42,0.7857,1130670.0
P01,Deluxe,2023-11-25,29,1428276.0,42,0.6905,986225.0
P01,Deluxe,2023-11-26,30,1435600.0,42,0.7143,1025449.0
P01,Deluxe,2023-11-27,29,1426483.0,42,0.6905,984987.0
P01,Deluxe,2023-11-28,28,1412571.0,42,0.6667,941761.0
P01,Deluxe,2023-11-29,25,1405320.0,42,0.5952,836446.0
P01,Deluxe,2023-11-30,24,1422583.0,42,0.5714,812864.0
P01,Deluxe,2023-12-01,35,1571486.0,42,0.8333,1309519.0
P01,Deluxe,2023-12-02,38,1602421.0,42,0.9048,1449871.0
P01,Deluxe,2023-12-03,35,1629114.0,42,0.8333,1357541.0
P01,Deluxe,2023-12-04,40,1632475.0,42,0.9524,1554769.0
P01,Deluxe,2023-12-05,38,1626395.0,42,0.9048,1471562.0
P01,Deluxe,2023-12-06,35,1632571.0,42,0.8333,1360421.0
P01,Deluxe,2023-12-07,37,1640108.0,42,0.881,1444935.0
P01,Deluxe,2023-12-08,37,1632811.0,42,0.881,1438506.0
P01,Deluxe,2023-12-09,36,1628778.0,42,0.8571,1396026.0
P01,Deluxe,2023-12-10,34,1625676.0,42,0.8095,1315985.0
P01,Deluxe,2023-12-11,33,1627242.0,42,0.7857,1278524.0
P01,Deluxe,2023-12-12,37,1629514.0,42,0.881,1435602.0
P01,Deluxe,2023-12-13,35,1623686.0,42,0.8333,1353018.0
P01,Deluxe,2023-12-14,39,1625231.0,42,0.9286,1509190.0
P01,Deluxe,2023-12-15,37,1638649.0,42,0.881,1443650.0
P01,Deluxe,2023-12-16,38,1636816.0,42,0.9048,1480991.0
P01,Deluxe,2023-12-17,36,1633000.0,42,0.8571,1399644.0
P01,Deluxe,2023-12-18,32,1639938.0,42,0.7619,1249469.0
P01,Deluxe,2023-12-19,30,1624533.0,42,0.7143,1160404.0
P01,Deluxe,2023-12-20,34,1638176.0,42,0.8095,1326103.0
P01,Deluxe,2023-12-21,36,1640306.0,42,0.8571,1405906.0
P01,Deluxe,2023-12-22,37,1636973.0,42,0.881,1442173.0
P01,Deluxe,2023-12-23,35,1635543.0,42,0.8333,1362898.0
P01,Deluxe,2023-12-24,34,1627559.0,42,0.8095,1317509.0
P01,Deluxe,2023-12-25,36,1627389.0,42,0.8571,1394835.0
P01,Deluxe,2023-12-26,34,1623912.0,42,0.8095,1314557.0
P01,Deluxe,2023-12-27,34,1624882.0,42,0.8095,1315342.0
P01,Deluxe,2023-12-28,32,1635281.0,42,0.7619,1245921.0
P01,Deluxe,2023-12-29,32,1627500.0,42,0.7619,1239992.0
P01,Deluxe,2023-12-30,35,1634743.0,42,0.8333,1362231.0
P01,Deluxe,2023-12-31,35,1642229.0,42,0.8333,1368469.0
P01,Deluxe,2024-01-01,33,1615788.0,42,0.7857,1269525.0
P01,Deluxe,2024-01-02,37,1598243.0,42,0.881,1408052.0
P01,Deluxe,2024-01-03,37,1606108.0,42,0.881,1414981.0
P01,Deluxe,2024-01-04,34,1586971.0,42,0.8095,1284653.0
P01,Deluxe,2024-01-05,38,1588684.0,42,0.9048,1437441.0
P01,Deluxe,2024-01-06,35,1596886.0,42,0.8333,1330685.0
P01,Deluxe,2024-01-07,31,1582355.0,42,0.7381,1167936.0
P01,Deluxe,2024-01-08,35,1596686.0,42,0.8333,1330518.0
P01,Deluxe,2024-01-09,36,1602444.0,42,0.8571,1373455.0
P01,Deluxe,2024-01-10,32,1584344.0,42,0.7619,1207112.0
P01,Deluxe,2024-01-11,34,1584971.0,42,0.8095,1283034.0
P01,Deluxe,2024-01-12,37,1589054.0,42,0.881,1399957.0
P01,Deluxe,2024-01-13,38,1593632.0,42,0.9048,1441918.0
P01,Deluxe,2024-01-14,34,1597471.0,42,0.8095,1293153.0
P01,Deluxe,2024-01-15,33,1596636.0,42,0.7857,1254477.0
P01,Deluxe,2024-01-16,34,1596206.0,42,0.8095,1292129.0
P01,Deluxe,2024-01-17,35,1608057.0,42,0.8333,1339994.0
P01,Deluxe,2024-01-18,34,1601647.0,42,0.8095,1296533.0
P01,Deluxe,2024-01-19,38,1602553.0,42,0.9048,1449990.0
P01,Deluxe,2024-01-20,38,1597526.0,42,0.9048,1445442.0
P01,Deluxe,2024-01-21,30,1581133.0,42,0.7143,1129403.0
P01,Deluxe,2024-01-22,30,1600433.0,42,0.7143,1143189.0
P01,Deluxe,2024-01-23,31,1607581.0,42,0.7381,1186556.0
P01,Deluxe,2024-01-24,34,1605824.0,42,0.8095,1299915.0
P01,Deluxe,2024-01-25,36,1603722.0,42,0.8571,1374550.0
P01,Deluxe,2024-01-26,37,1593027.0,42,0.881,1403457.0
P01,Deluxe,2024-01-27,40,1590075.0,42,0.9524,1514387.0
P01,Deluxe,2024-01-28,40,1596675.0,42,0.9524,1520673.0
P01,Deluxe,2024-01-29,38,1590895.0,42,0.9048,1439442.0
P01,Deluxe,2024-01-30,37,1586027.0,42,0.881,1397290.0
P01,Deluxe,2024-01-31,33,1593212.0,42,0.7857,1251787.0
P01,Deluxe,2024-02-01,25,1489680.0,42,0.5952,886658.0
P01,Deluxe,2024-02-02,25,1430520.0,42,0.5952,851446.0
P01,Deluxe,2024-02-03,27,1386889.0,42,0.6429,891631.0
P01,Deluxe,2024-02-04,23,1382609.0,42,0.5476,757117.0
P01,Deluxe,2024-02-05,27,1356815.0,42,0.6429,872296.0
P01,Deluxe,2024-02-06,29,1346931.0,42,0.6905,930056.0
P01,Deluxe,2024-02-07,22,1353909.0,42,0.5238,709178.0
P01,Deluxe,2024-02-08,25,1359840.0,42,0.5952,809377.0
P01,Deluxe,2024-02-09,28,1360464.0,42,0.6667,907021.0
P01,Deluxe,2024-02-10,29,1361000.0,42,0.6905,939770.0
P01,Deluxe,2024-02-11,27,1360259.0,42,0.6429,874511.0
P01,Deluxe,2024-02-12,26,1353577.0,42,0.619,837864.0
P01,Deluxe,2024-02-13,24,1350333.0,42,0.5714,771580.0
P01,Deluxe,2024-02-14,23,1361087.0,42,0.5476,745331.0
P01,Deluxe,2024-02-15,25,1365840.0,42,0.5952,812948.0
P01,Deluxe,2024-02-16,28,1366821.0,42,0.6667,911260.0
P01,Deluxe,2024-02-17,31,1362613.0,42,0.7381,1005745.0
P01,Deluxe,2024-02-18,26,1357654.0,42,0.619,840388.0
P01,Deluxe,2024-02-19,25,1365880.0,42,0.5952,812972.0
P01,Deluxe,2024-02-20,30,1375867.0,42,0.7143,982782.0
P01,Deluxe,2024-02-21,26,1361962.0,42,0.619,843054.0
P01,Deluxe,2024-02-22,21,1361619.0,42,0.5,680810.0
P01,Deluxe,2024-02-23,28,1366893.0,42,0.6667,911308.0
P01,Deluxe,2024-02-24,31,1373129.0,42,0.7381,1013507.0
P01,Deluxe,2024-02-25,26,1374154.0,42,0.619,850601.0
P01,Deluxe,2024-02-26,26,1364231.0,42,0.619,844459.0
P01,Deluxe,2024-02-27,25,1366960.0,42,0.5952,813615.0
P01,Deluxe,2024-02-28,24,1366000.0,42,0.5714,780532.0
P01,Deluxe,2024-02-29,24,1370083.0,42,0.5714,782865.0
P01,Deluxe,2024-03-01,26,1367654.0,42,0.619,846578.0
P01,Deluxe,2024-03-02,29,1377862.0,42,0.6905,951414.0
P01,Deluxe,2024-03-03,24,1365958.0,42,0.5714,780508.0
P01,Deluxe,2024-03-04,24,1369875.0,42,0.5714,782747.0
P01,Deluxe,2024-03-05,26,1369962.0,42,0.619,848006.0
P01,Deluxe,2024-03-06,23,1368261.0,42,0.5476,749260.0
P01,Deluxe,2024-03-07,24,1366250.0,42,0.5714,780675.0
P01,Deluxe,2024-03-08,32,1377156.0,42,0.7619,1049255.0
P01,Deluxe,2024-03-09,34,1386912.0,42,0.8095,1122705.0
P01,Deluxe,2024-03-10,26,1378577.0,42,0.619,853339.0
P01,Deluxe,2024-03-11,21,1364714.0,42,0.5,682357.0
P01,Deluxe,2024-03-12,19,1356263.0,42,0.4524,613573.0
P01,Deluxe,2024-03-13,16,1360375.0,42,0.381,518303.0
P01,Deluxe,2024-03-14,19,1375368.0,42,0.4524,622216.0
P01,Deluxe,2024-03-15,20,1365650.0,42,0.4762,650323.0
P01,Deluxe,2024-03-16,18,1369611.0,42,0.4286,587015.0
P01,Deluxe,2024-03-17,17,1374765.0,42,0.4048,556505.0
P01,Deluxe,2024-03-18,18,1378444.0,42,0.4286,590801.0
P01,Deluxe,2024-03-19,18,1386056.0,42,0.4286,594064.0
P01,Deluxe,2024-03-20,17,1390118.0,42,0.4048,562720.0
P01,Deluxe,2024-03-21,21,1395143.0,42,0.5,697572.0
P01,Deluxe,2024-03-22,27,1391296.0,42,0.6429,894464.0
P01,Deluxe,2024-03-23,33,1385242.0,42,0.7857,1088385.0
P01,Deluxe,2024-03-24,25,1382680.0,42,0.5952,822971.0
P01,Deluxe,2024-03-25,25,1394040.0,42,0.5952,829733.0
P01,Deluxe,2024-03-26,28,1395286.0,42,0.6667,930237.0
P01,Deluxe,2024-03-27,27,1403630.0,42,0.6429,902394.0
P01,Deluxe,2024-03-28,24,1396500.0,42,0.5714,797960.0
P01,Deluxe,2024-03-29,33,1397606.0,42,0.7857,1098099.0
P01,Deluxe,2024-03-30,32,1398969.0,42,0.7619,1065874.0
P01,Deluxe,2024-03-31,25,1389640.0,42,0.5952,827114.0
P01,Deluxe,2024-04-01,30,1418400.0,42,0.7143,1013163.0
P01,Deluxe,2024-04-02,30,1431833.0,42,0.7143,1022758.0
P01,Deluxe,2024-04-03,30,1431967.0,42,0.7143,1022854.0
P01,Deluxe,2024-04-04,32,1442625.0,42,0.7619,1099136.0
P01,Deluxe,2024-04-05,36,1451028.0,42,0.8571,1243676.0
P01,Deluxe,2024-04-06,35,1453286.0,42,0.8333,1211023.0
P01,Deluxe,2024-04-07,29,1450310.0,42,0.6905,1001439.0
P01,Deluxe,2024-04-08,28,1458321.0,42,0.6667,972263.0
P01,Deluxe,2024-04-09,26,1457308.0,42,0.619,902074.0
P01,Deluxe,2024-04-10,31,1456645.0,42,0.7381,1075150.0
P01,Deluxe,2024-04-11,26,1454923.0,42,0.619,900597.0
P01,Deluxe,2024-04-12,34,1449882.0,42,0.8095,1173679.0
P01,Deluxe,2024-04-13,32,1452938.0,42,0.7619,1106993.0
P01,Deluxe,2024-04-14,29,1447931.0,42,0.6905,999796.0
P01,Deluxe,2024-04-15,27,1465741.0,42,0.6429,942325.0
P01,Deluxe,2024-04-16,30,1453867.0,42,0.7143,1038497.0
P01,Deluxe,2024-04-17,31,1444968.0,42,0.7381,1066531.0
P01,Deluxe,2024-04-18,28,1463000.0,42,0.6667,975382.0
P01,Deluxe,2024-04-19,32,1464938.0,42,0.7619,1116136.0
P01,Deluxe,2024-04-20,30,1465800.0,42,0.7143,1047021.0
P01,Deluxe,2024-04-21,24,1445167.0,42,0.5714,825768.0
P01,Deluxe,2024-04-22,28,1445429.0,42,0.6667,963668.0
P01,Deluxe,2024-04-23,30,1451567.0,42,0.7143,1036854.0
P01,Deluxe,2024-04-24,30,1450733.0,42,0.7143,1036259.0
P01,Deluxe,2024-04-25,28,1459929.0,42,0.6667,973335.0
P01,Deluxe,2024-04-26,32,1456875.0,42,0.7619,1109993.0
P01,Deluxe,2024-04-27,30,1438700.0,42,0.7143,1027663.0
P01,Deluxe,2024-04-28,27,1444778.0,42,0.6429,928848.0
P01,Deluxe,2024-04-29,27,1452519.0,42,0.6429,933824.0
P01,Deluxe,2024-04-30,28,1454857.0,42,0.6667,969953.0
P01,Deluxe,2024-05-01,26,1464269.0,42,0.619,906383.0
P01,Deluxe,2024-05-02,30,1462533.0,42,0.7143,1044687.0
P01,Deluxe,2024-05-03,29,1471000.0,42,0.6905,1015726.0
P01,Deluxe,2024-05-04,33,1473848.0,42,0.7857,1158002.0
P01,Deluxe,2024-05-05,25,1458880.0,42,0.5952,868325.0
P01,Deluxe,2024-05-06,27,1458222.0,42,0.6429,937491.0
P01,Deluxe,2024-05-07,30,1465100.0,42,0.7143,1046521.0
P01,Deluxe,2024-05-08,32,1475750.0,42,0.7619,1124374.0
P01,Deluxe,2024-05-09,31,1480677.0,42,0.7381,1092888.0
P01,Deluxe,2024-05-10,38,1475658.0,42,0.9048,1335175.0
P01,Deluxe,2024-05-11,35,1475514.0,42,0.8333,1229546.0
P01,Deluxe,2024-05-12,31,1481129.0,42,0.7381,1093221.0
P01,Deluxe,2024-05-13,31,1471871.0,42,0.7381,1086388.0
P01,Deluxe,2024-05-14,31,1464226.0,42,0.7381,1080745.0
P01,Deluxe,2024-05-15,29,1463828.0,42,0.6905,1010773.0
P01,Deluxe,2024-05-16,29,1461172.0,42,0.6905,1008939.0
P01,Deluxe,2024-05-17,38,1448500.0,42,0.9048,1310603.0
P01,Deluxe,2024-05-18,30,1454467.0,42,0.7143,1038926.0
P01,Deluxe,2024-05-19,30,1467367.0,42,0.7143,1048140.0
P01,Deluxe,2024-05-20,28,1469143.0,42,0.6667,979478.0
P01,Deluxe,2024-05-21,25,1452800.0,42,0.5952,864707.0
P01,Deluxe,2024-05-22,30,1458967.0,42,0.7143,1042140.0
P01,Deluxe,2024-05-23,26,1464692.0,42,0.619,906644.0
P01,Deluxe,2024-05-24,33,1474091.0,42,0.7857,1158193.0
P01,Deluxe,2024-05-25,35,1465257.0,42,0.8333,1220999.0
P01,Deluxe,2024-05-26,29,1467828.0,42,0.6905,1013535.0
P01,Deluxe,2024-05-27,29,1461069.0,42,0.6905,1008868.0
P01,Deluxe,2024-05-28,31,1458645.0,42,0.7381,1076626.0
P01,Deluxe,2024-05-29,30,1467933.0,42,0.7143,1048545.0
P01,Deluxe,2024-05-30,30,1463133.0,42,0.7143,1045116.0
P01,Deluxe,2024-05-31,34,1465382.0,42,0.8095,1186227.0
P01,Deluxe,2024-06-01,39,1525000.0,42,0.9286,1416115.0
P01,Deluxe,2024-06-02,34,1531088.0,42,0.8095,1239416.0
P01,Deluxe,2024-06-03,34,1553235.0,42,0.8095,1257344.0
P01,Deluxe,2024-06-04,31,1556645.0,42,0.7381,1148960.0
P01,Deluxe,2024-06-05,32,1551219.0,42,0.7619,1181874.0
P01,Deluxe,2024-06-06,34,1554059.0,42,0.8095,1258011.0
P01,Deluxe,2024-06-07,34,1547059.0,42,0.8095,1252344.0
P01,Deluxe,2024-06-08,31,1548935.0,42,0.7381,1143269.0
P01,Deluxe,2024-06-09,28,1541679.0,42,0.6667,1027837.0
P01,Deluxe,2024-06-10,31,1539258.0,42,0.7381,1136126.0
P01,Deluxe,2024-06-11,27,1537778.0,42,0.6429,988637.0
P01,Deluxe,2024-06-12,29,1558793.0,42,0.6905,1076347.0
P01,Deluxe,2024-06-13,28,1559679.0,42,0.6667,1039838.0
P01,Deluxe,2024-06-14,35,1553029.0,42,0.8333,1294139.0
P01,Deluxe,2024-06-15,37,1550216.0,42,0.881,1365740.0
P01,Deluxe,2024-06-16,36,1555306.0,42,0.8571,1333053.0
P01,Deluxe,2024-06-17,35,1543143.0,42,0.8333,1285901.0
P01,Deluxe,2024-06-18,32,1561562.0,42,0.7619,1189754.0
P01,Deluxe,2024-06-19,31,1564323.0,42,0.7381,1154627.0
P01,Deluxe,2024-06-20,30,1548933.0,42,0.7143,1106403.0
P01,Deluxe,2024-06-21,38,1552026.0,42,0.9048,1404273.0
P01,Deluxe,2024-06-22,39,1570564.0,42,0.9286,1458426.0
P01,Deluxe,2024-06-23,36,1568361.0,42,0.8571,1344242.0
P01,Deluxe,2024-06-24,33,1561364.0,42,0.7857,1226764.0
P01,Deluxe,2024-06-25,34,1559765.0,42,0.8095,1262630.0
P01,Deluxe,2024-06-26,35,1556114.0,42,0.8333,1296710.0
P01,Deluxe,2024-06-27,31,1550452.0,42,0.7381,1144389.0
P01,Deluxe,2024-06-28,36,1550056.0,42,0.8571,1328553.0
P01,Deluxe,2024-06-29,34,1537912.0,42,0.8095,1244940.0
P01,Deluxe,2024-06-30,33,1538970.0,42,0.7857,1209169.0
P01,Deluxe,2024-07-01,33,1557909.0,42,0.7857,1224049.0
P01,Deluxe,2024-07-02,34,1583824.0,42,0.8095,1282106.0
P01,Deluxe,2024-07-03,33,1595788.0,42,0.7857,1253811.0
P01,Deluxe,2024-07-04,34,1590794.0,42,0.8095,1287748.0
P01,Deluxe,2024-07-05,37,1588622.0,42,0.881,1399576.0
P01,Deluxe,2024-07-06,37,1593054.0,42,0.881,1403481.0
P01,Deluxe,2024-07-07,36,1599861.0,42,0.8571,1371241.0
P01,Deluxe,2024-07-08,37,1599541.0,42,0.881,1409196.0
P01,Deluxe,2024-07-09,35,1614286.0,42,0.8333,1345185.0
P01,Deluxe,2024-07-10,31,1611387.0,42,0.7381,1189365.0
P01,Deluxe,2024-07-11,37,1611757.0,42,0.881,1419958.0
P01,Deluxe,2024-07-12,38,1607132.0,42,0.9048,1454133.0
P01,Deluxe,2024-07-13,40,1594575.0,42,0.9524,1518673.0
P01,Deluxe,2024-07-14,35,1606000.0,42,0.8333,1338280.0
P01,Deluxe,2024-07-15,35,1602229.0,42,0.8333,1335137.0
P01,Deluxe,2024-07-16,35,1612629.0,42,0.8333,1343804.0
