payroll_id,employee_id,period,base_salary,service_charge,overtime_pay,thr,deduction,net_salary
PY000043,E0057,2023-07,16122000,10710000,1883000,0,2081000,26634000
PY000044,E0058,2023-07,4515000,4868000,332000,0,666000,9049000
PY000045,E0059,2023-07,9141000,10710000,523000,0,1384000,18990000
PY000046,E0060,2023-07,12814000,10710000,866000,0,1732000,22658000
PY000047,E0062,2023-07,5240000,4868000,430000,0,736000,9802000
PY000048,E0063,2023-07,3559000,4868000,195000,0,573000,8049000
PY000049,E0064,2023-07,16506000,10710000,784000,0,2060000,25940000
PY000050,E0065,2023-07,3643000,4868000,141000,0,578000,8074000
PY000051,E0067,2023-07,18547000,10710000,1025000,0,2256000,28026000
PY000052,E0069,2023-07,3631000,4868000,247000,0,583000,8163000
PY000053,E0070,2023-07,4175000,4868000,228000,0,631000,8640000
PY000054,E0071,2023-07,4557000,4868000,170000,0,662000,8933000
PY000055,E0072,2023-07,3861000,4868000,116000,0,597000,8248000
PY000056,E0073,2023-07,3969000,4868000,409000,0,621000,8625000
PY000057,E0074,2023-07,3773000,4868000,263000,0,596000,8308000
PY000058,E0075,2023-07,5452000,4868000,153000,0,742000,9731000
PY000059,E0076,2023-07,12735000,10710000,1167000,0,1740000,22872000
PY000060,E0077,2023-07,4361000,4868000,362000,0,654000,8937000
PY000061,E0078,2023-07,3553000,4868000,133000,0,570000,7984000
PY000062,E0079,2023-07,5188000,4868000,389000,0,730000,9715000
PY000063,E0080,2023-07,4485000,4868000,355000,0,665000,9043000
PY000064,E0082,2023-07,4436000,4868000,224000,0,654000,8874000
PY000065,E0083,2023-07,3883000,4868000,26000,0,594000,8183000
PY000066,E0084,2023-07,6119000,4868000,373000,0,813000,10547000
PY000067,E0085,2023-07,5321000,4868000,435000,0,744000,9880000
PY000068,E0086,2023-07,6427000,4868000,442000,0,844000,10893000
PY000069,E0087,2023-07,4056000,4868000,334000,0,625000,8633000
PY000070,E0088,2023-07,5286000,4868000,501000,0,744000,9911000
PY000071,E0089,2023-07,4610000,4868000,300000,0,673000,9105000
PY000072,E0090,2023-07,3969000,4868000,81000,0,605000,8313000
PY000073,E0091,2023-07,4097000,4868000,390000,0,632000,8723000
PY000074,E0092,2023-07,4998000,4868000,179000,0,702000,9343000
PY000075,E0093,2023-07,3808000,4868000,302000,0,601000,8377000
PY000076,E0094,2023-07,4650000,4868000,787000,0,701000,9604000
PY000077,E0095,2023-07,5457000,4868000,170000,0,743000,9752000
PY000078,E0096,2023-07,4710000,4868000,174000,0,676000,9076000
PY000079,E0097,2023-07,17684000,10710000,1286000,0,2191000,27489000
PY000080,E0098,2023-07,5769000,4868000,155000,0,770000,10022000
PY000081,E0100,2023-07,4132000,4868000,441000,0,637000,8804000
PY000082,E0101,2023-07,5246000,4868000,243000,0,728000,9629000
PY000083,E0102,2023-07,4620000,4868000,167000,0,668000,8987000
PY000084,E0103,2023-07,3958000,4868000,328000,0,616000,8538000
PY000085,E0104,2023-07,4703000,4868000,505000,0,692000,9384000
PY000086,E0106,2023-07,3747000,4868000,33000,0,582000,8066000
PY000087,E0107,2023-07,3909000,4868000,180000,0,604000,8353000
PY000088,E0108,2023-07,5174000,4868000,180000,0,718000,9504000
PY000089,E0110,2023-07,4854000,4868000,43000,0,682000,9083000
PY000090,E0111,2023-07,4794000,4868000,79000,0,679000,9062000
PY000091,E0112,2023-07,4020000,4868000,169000,0,614000,8443000
PY000092,E0113,2023-07,4621000,4868000,51000,0,662000,8878000
PY000093,E0114,2023-07,4531000,4868000,240000,0,663000,8976000
PY000094,E0115,2023-07,5000000,4868000,704000,0,729000,9843000
PY000095,E0116,2023-07,3801000,4868000,49000,0,588000,8130000
PY000096,E0117,2023-07,4456000,4868000,189000,0,654000,8859000
PY000097,E0118,2023-07,4644000,4868000,528000,0,688000,9352000
PY000098,E0119,2023-07,5169000,4868000,248000,0,721000,9564000
PY000099,E0121,2023-07,4764000,4868000,250000,0,685000,9197000
PY000100,E0122,2023-07,12802000,10710000,403000,0,1708000,22207000
PY000101,E0123,2023-07,4045000,4868000,143000,0,615000,8441000
PY000102,E0124,2023-07,4358000,4868000,277000,0,649000,8854000
PY000103,E0125,2023-07,3690000,4868000,293000,0,590000,8261000
PY000104,E0126,2023-07,4507000,4868000,614000,0,680000,9309000
PY000105,E0127,2023-07,4897000,4868000,409000,0,705000,9469000
PY000106,E0128,2023-07,3810000,4868000,226000,0,598000,8306000
PY000107,E0129,2023-07,3788000,4868000,218000,0,595000,8279000
PY000108,E0130,2023-07,3690000,4868000,110000,0,581000,8087000
PY000109,E0131,2023-07,4361000,4868000,488000,0,660000,9057000
PY000110,E0132,2023-07,5100000,4868000,298000,0,717000,9549000
PY000111,E0133,2023-07,4654000,4868000,154000,0,670000,9006000
PY000112,E0134,2023-07,3999000,4868000,144000,0,611000,8400000
PY000113,E0135,2023-07,3764000,4868000,242000,0,594000,8280000
PY000114,E0136,2023-07,4360000,4868000,126000,0,642000,8712000
PY000115,E0137,2023-07,4484000,4868000,617000,0,678000,9291000
PY000116,E0139,2023-07,4118000,4868000,322000,0,630000,8678000
PY000117,E0141,2023-07,10587000,10710000,969000,0,1537000,20729000
PY000118,E0142,2023-07,4410000,4868000,1089000,0,695000,9672000
PY000119,E0143,2023-07,17301000,10710000,572000,0,2121000,26462000
PY000120,E0144,2023-07,4189000,4868000,100000,0,625000,8532000
PY000121,E0145,2023-07,5666000,4868000,260000,0,766000,10028000
PY000122,E0146,2023-07,5243000,4868000,62000,0,718000,9455000
PY000123,E0147,2023-07,4437000,4868000,412000,0,663000,9054000
PY000124,E0149,2023-07,15379000,10710000,700000,0,1955000,24834000
PY000125,E0150,2023-07,4064000,4868000,368000,0,628000,8672000
PY000126,E0151,2023-07,5137000,4868000,549000,0,733000,9821000
PY000127,E0152,2023-07,4932000,4868000,116000,0,693000,9223000
PY000128,E0153,2023-07,17415000,10710000,1815000,0,2194000,27746000
PY000129,E0154,2023-07,3983000,4868000,100000,0,607000,8344000
PY000130,E0155,2023-07,4282000,4868000,257000,0,642000,8765000
PY000131,E0156,2023-07,4739000,4868000,245000,0,682000,9170000
PY000132,E0158,2023-07,4987000,4868000,295000,0,707000,9443000
PY000133,E0159,2023-07,4420000,4868000,243000,0,653000,8878000
PY000134,E0160,2023-07,4062000,4868000,289000,0,623000,8596000
PY000135,E0161,2023-07,11164000,10710000,769000,0,1579000,21064000
PY000136,E0162,2023-07,14209000,10710000,2181000,0,1923000,25177000
PY000137,E0163,2023-07,12611000,10710000,444000,0,1693000,22072000
PY000138,E0164,2023-07,16238000,10710000,2719000,0,2133000,27534000
PY000139,E0165,2023-07,3964000,4868000,145000,0,607000,8370000
PY000140,E0166,2023-07,44384000,8482000,4817000,0,4660000,53023000
PY000141,E0167,2023-07,4460000,3855000,198000,0,604000,7909000
PY000142,E0168,2023-07,4536000,3855000,362000,0,619000,8134000
PY000143,E0169,2023-07,18462000,8482000,843000,0,2128000,25659000
PY000144,E0171,2023-07,5745000,3855000,313000,0,725000,9188000
PY000145,E0172,2023-07,5616000,3855000,249000,0,711000,9009000
PY000146,E0173,2023-07,4906000,3855000,316000,0,650000,8427000
PY000147,E0174,2023-07,5321000,3855000,587000,0,701000,9062000
PY000148,E0175,2023-07,4951000,3855000,266000,0,652000,8420000
PY000149,E0176,2023-07,5158000,3855000,579000,0,686000,8906000
PY000150,E0177,2023-07,23466000,8482000,1514000,0,2612000,30850000
PY000151,E0178,2023-07,4866000,3855000,303000,0,646000,8378000
PY000152,E0179,2023-07,5422000,3855000,207000,0,691000,8793000
PY000153,E0180,2023-07,5294000,3855000,296000,0,684000,8761000
PY000154,E0181,2023-07,5449000,3855000,264000,0,696000,8872000
PY000155,E0183,2023-07,5539000,3855000,904000,0,736000,9562000
PY000156,E0184,2023-07,4970000,3855000,71000,0,644000,8252000
PY000157,E0185,2023-07,5458000,3855000,87000,0,688000,8712000
PY000158,E0186,2023-07,4830000,3855000,251000,0,640000,8296000
PY000159,E0187,2023-07,5810000,3855000,498000,0,741000,9422000
PY000160,E0189,2023-07,6016000,3855000,513000,0,760000,9624000
PY000161,E0191,2023-07,4642000,3855000,336000,0,627000,8206000
PY000162,E0194,2023-07,4953000,3855000,78000,0,642000,8244000
PY000163,E0195,2023-07,5280000,3855000,431000,0,690000,8876000
PY000164,E0196,2023-07,5702000,3855000,283000,0,720000,9120000
PY000165,E0197,2023-07,4550000,3855000,339000,0,619000,8125000
PY000166,E0198,2023-07,5250000,3855000,431000,0,687000,8849000
PY000167,E0199,2023-07,4700000,3855000,283000,0,630000,8208000
PY000168,E0200,2023-07,5634000,3855000,259000,0,713000,9035000
PY000169,E0201,2023-07,5451000,3855000,311000,0,699000,8918000
PY000170,E0202,2023-07,7681000,3855000,420000,0,905000,11051000
PY000171,E0203,2023-07,4974000,3855000,250000,0,653000,8426000
PY000172,E0204,2023-07,5070000,3855000,767000,0,687000,9005000
PY000173,E0205,2023-07,5772000,3855000,357000,0,730000,9254000
PY000174,E0207,2023-07,5885000,3855000,431000,0,744000,9427000
PY000175,E0208,2023-07,5281000,3855000,200000,0,678000,8658000
PY000176,E0209,2023-07,5495000,3855000,220000,0,698000,8872000
PY000177,E0210,2023-07,5600000,3855000,143000,0,704000,8894000
PY000178,E0212,2023-07,5146000,3855000,434000,0,678000,8757000
PY000179,E0213,2023-07,5059000,3855000,409000,0,669000,8654000
PY000180,E0214,2023-07,5971000,3855000,317000,0,746000,9397000
PY000181,E0215,2023-07,5480000,3855000,258000,0,699000,8894000
PY000182,E0216,2023-07,5882000,3855000,417000,0,743000,9411000
PY000183,E0217,2023-07,5482000,3855000,227000,0,697000,8867000
PY000184,E0218,2023-07,7647000,3855000,214000,0,892000,10824000
PY000185,E0219,2023-07,5267000,3855000,494000,0,691000,8925000
PY000186,E0220,2023-07,4879000,3855000,364000,0,650000,8448000
PY000187,E0221,2023-07,5783000,3855000,361000,0,731000,9268000
PY000188,E0223,2023-07,5023000,3855000,353000,0,662000,8569000
PY000189,E0224,2023-07,5466000,3855000,321000,0,701000,8941000
PY000190,E0225,2023-07,5882000,3855000,455000,0,745000,9447000
PY000191,E0226,2023-07,5781000,3855000,630000,0,745000,9521000
PY000192,E0228,2023-07,4249000,3855000,247000,0,588000,7763000
PY000193,E0229,2023-07,4573000,3855000,306000,0,620000,8114000
PY000194,E0230,2023-07,6319000,3855000,523000,0,788000,9909000
PY000195,E0231,2023-07,6054000,3855000,370000,0,756000,9523000
PY000196,E0232,2023-07,4175000,3855000,451000,0,591000,7890000
PY000197,E0233,2023-07,5254000,3855000,340000,0,683000,8766000
PY000198,E0234,2023-07,14623000,8482000,729000,0,1777000,22057000
PY000199,E0235,2023-07,4703000,3855000,299000,0,631000,8226000
PY000200,E0236,2023-07,5768000,3855000,480000,0,736000,9367000
PY000201,E0238,2023-07,5604000,3855000,430000,0,719000,9170000
PY000202,E0239,2023-07,6908000,3855000,208000,0,825000,10146000
PY000203,E0241,2023-07,5412000,3855000,230000,0,691000,8806000
PY000204,E0242,2023-07,4673000,3855000,397000,0,633000,8292000
PY000205,E0243,2023-07,5886000,3855000,359000,0,740000,9360000
PY000206,E0244,2023-07,16176000,8482000,1074000,0,1934000,23798000
PY000207,E0245,2023-07,32041000,8482000,2779000,0,3447000,39855000
PY000208,E0246,2023-07,4858000,3855000,309000,0,645000,8377000
PY000209,E0247,2023-07,5565000,3855000,306000,0,709000,9017000
PY000210,E0248,2023-07,5465000,3855000,226000,0,696000,8850000
PY000211,E0249,2023-07,19017000,8482000,706000,0,2171000,26034000
PY000212,E0250,2023-07,7524000,3855000,635000,0,902000,11112000
PY000213,E0251,2023-07,14699000,8482000,986000,0,1796000,22371000
PY000214,E0252,2023-07,5487000,3855000,441000,0,709000,9074000
PY000215,E0253,2023-07,4924000,3855000,130000,0,642000,8267000
PY000216,E0254,2023-07,6198000,3855000,598000,0,780000,9871000
PY000217,E0255,2023-07,11802000,8482000,1266000,0,1550000,20000000
PY000218,E0256,2023-07,4780000,3855000,255000,0,636000,8254000
PY000219,E0257,2023-07,5043000,3855000,257000,0,659000,8496000
PY000220,E0259,2023-07,23478000,8482000,491000,0,2562000,29889000
PY000221,E0260,2023-07,4622000,3855000,211000,0,619000,8069000
PY000222,E0261,2023-07,4803000,3855000,295000,0,640000,8313000
PY000223,E0262,2023-07,7177000,3855000,439000,0,861000,10610000
PY000224,E0263,2023-07,5178000,3855000,450000,0,681000,8802000
PY000225,E0264,2023-07,23414000,8482000,1557000,0,2609000,30844000
PY000226,E0265,2023-07,5534000,3855000,357000,0,709000,9037000
PY000227,E0266,2023-07,4421000,3855000,355000,0,608000,8023000
PY000228,E0267,2023-07,5584000,3855000,157000,0,703000,8893000
PY000229,E0268,2023-07,5518000,3855000,363000,0,708000,9028000
PY000230,E0269,2023-07,6487000,3855000,275000,0,790000,9827000
PY000231,E0270,2023-07,20861000,8482000,3890000,0,2496000,30737000
PY000232,E0271,2023-07,4295000,3855000,180000,0,588000,7742000
PY000233,E0272,2023-07,5426000,3855000,422000,0,702000,9001000
PY000234,E0273,2023-07,4959000,3855000,68000,0,642000,8240000
PY000235,E0274,2023-07,4881000,3855000,1080000,0,686000,9130000
PY000236,E0275,2023-07,5253000,3855000,147000,0,673000,8582000
PY000237,E0276,2023-07,4380000,3855000,298000,0,602000,7931000
PY000238,E0278,2023-07,6054000,3855000,317000,0,753000,9473000
PY000239,E0279,2023-07,7033000,3855000,308000,0,841000,10355000
PY000240,E0280,2023-07,5587000,3855000,217000,0,706000,8953000
PY000241,E0281,2023-07,6010000,3855000,755000,0,771000,9849000
PY000242,E0282,2023-07,4874000,3855000,146000,0,639000,8236000
PY000243,E0283,2023-07,5458000,3855000,299000,0,699000,8913000
PY000244,E0284,2023-07,4399000,3855000,264000,0,602000,7916000
PY000245,E0285,2023-07,4601000,3855000,235000,0,619000,8072000
PY000246,E0286,2023-07,5840000,3855000,381000,0,737000,9339000
PY000247,E0287,2023-07,23855000,8482000,1896000,0,2666000,31567000
PY000248,E0288,2023-07,6320000,3855000,217000,0,772000,9620000
PY000249,E0290,2023-07,19103000,8482000,1633000,0,2225000,26993000
PY000250,E0291,2023-07,7571000,3855000,152000,0,882000,10696000
PY000251,E0292,2023-07,13326000,8482000,902000,0,1669000,21041000
PY000252,E0293,2023-07,5538000,3855000,383000,0,710000,9066000
PY000253,E0294,2023-07,6020000,3855000,208000,0,745000,9338000
PY000254,E0295,2023-07,5143000,3855000,282000,0,670000,8610000
PY000255,E0296,2023-07,5013000,3855000,456000,0,667000,8657000
PY000256,E0297,2023-07,5084000,3855000,443000,0,672000,8710000
PY000257,E0298,2023-07,4950000,3855000,370000,0,657000,8518000
PY000258,E0299,2023-07,5599000,3855000,169000,0,705000,8918000
PY000259,E0301,2023-07,4247000,3855000,490000,0,599000,7993000
PY000260,E0302,2023-07,5792000,3855000,529000,0,740000,9436000
PY000261,E0303,2023-07,5652000,3855000,512000,0,727000,9292000
PY000262,E0304,2023-07,6017000,3855000,385000,0,754000,9503000
PY000263,E0305,2023-07,5613000,3855000,409000,0,718000,9159000
PY000264,E0307,2023-07,5023000,3855000,95000,0,650000,8323000
PY000265,E0308,2023-07,4763000,3855000,373000,0,640000,8351000
PY000266,E0309,2023-07,4837000,3855000,419000,0,649000,8462000
PY000267,E0310,2023-07,4858000,3855000,273000,0,644000,8342000
PY000268,E0311,2023-07,4346000,3855000,245000,0,596000,7850000
PY000269,E0312,2023-07,5414000,3855000,377000,0,699000,8947000
PY000270,E0313,2023-07,5954000,3855000,610000,0,759000,9660000
PY000271,E0314,2023-07,5642000,3855000,306000,0,716000,9087000
PY000272,E0315,2023-07,6435000,3855000,333000,0,789000,9834000
PY000273,E0316,2023-07,5044000,3855000,509000,0,672000,8736000
PY000274,E0317,2023-07,4136000,3855000,301000,0,580000,7712000
PY000275,E0318,2023-07,23727000,8482000,2558000,0,2687000,32080000
PY000276,E0319,2023-07,5297000,3855000,543000,0,697000,8998000
PY000277,E0320,2023-07,5447000,3855000,185000,0,692000,8795000
PY000278,E0322,2023-07,15765000,8482000,951000,0,1890000,23308000
PY000279,E0323,2023-07,7080000,3855000,260000,0,843000,10352000
PY000280,E0325,2023-07,5696000,3855000,593000,0,735000,9409000
PY000281,E0326,2023-07,7362000,3855000,502000,0,880000,10839000
PY000282,E0328,2023-07,6110000,3855000,217000,0,754000,9428000
PY000283,E0329,2023-07,5472000,3855000,162000,0,693000,8796000
PY000284,E0330,2023-07,6681000,3855000,136000,0,801000,9871000
PY000285,E0331,2023-07,4567000,3855000,350000,0,621000,8151000
PY000286,E0332,2023-07,5478000,3855000,755000,0,724000,9364000
PY000287,E0333,2023-07,7481000,3855000,155000,0,874000,10617000
PY000288,E0335,2023-07,5635000,3855000,378000,0,719000,9149000
PY000289,E0336,2023-07,4317000,3855000,470000,0,605000,8037000
PY000290,E0337,2023-07,5486000,3855000,248000,0,699000,8890000
PY000291,E0338,2023-07,22868000,8482000,897000,0,2527000,29720000
PY000292,E0339,2023-07,7393000,3855000,518000,0,884000,10882000
PY000293,E0340,2023-07,4816000,3855000,175000,0,635000,8211000
PY000294,E0341,2023-07,4663000,3855000,632000,0,644000,8506000
PY000295,E0343,2023-07,4592000,3855000,236000,0,618000,8065000
PY000296,E0344,2023-07,15908000,8482000,740000,0,1893000,23237000
PY000297,E0347,2023-07,4929000,3855000,363000,0,655000,8492000
PY000298,E0348,2023-07,6071000,3855000,548000,0,767000,9707000
PY000299,E0349,2023-07,6146000,3855000,1226000,0,807000,10420000
PY000300,E0350,2023-07,4628000,3855000,218000,0,620000,8081000
PY000301,E0351,2023-07,5863000,3855000,289000,0,735000,9272000
PY000302,E0352,2023-07,7736000,3855000,315000,0,905000,11001000
PY000303,E0353,2023-07,4356000,3855000,139000,0,592000,7758000
PY000304,E0354,2023-07,17127000,8482000,833000,0,2007000,24435000
PY000305,E0355,2023-07,4296000,3855000,377000,0,598000,7930000
PY000306,E0356,2023-07,11506000,8482000,206000,0,1470000,18724000
PY000307,E0357,2023-07,5832000,3855000,106000,0,723000,9070000
PY000308,E0358,2023-07,19362000,8482000,519000,0,2193000,26170000
PY000309,E0360,2023-07,6473000,3855000,526000,0,802000,10052000
PY000310,E0362,2023-07,4424000,3855000,277000,0,605000,7951000
PY000311,E0363,2023-07,5187000,3855000,277000,0,673000,8646000
PY000312,E0364,2023-07,4903000,3855000,428000,0,655000,8531000
PY000313,E0365,2023-07,4358000,3855000,369000,0,603000,7979000
PY000314,E0368,2023-07,22624000,8482000,1575000,0,2539000,30142000
PY000315,E0370,2023-07,4831000,3855000,203000,0,638000,8251000
PY000316,E0371,2023-07,5281000,3855000,714000,0,704000,9146000
PY000317,E0374,2023-07,4282000,3855000,220000,0,589000,7768000
PY000318,E0375,2023-07,4671000,3855000,208000,0,624000,8110000
PY000319,E0376,2023-07,15003000,8482000,1039000,0,1826000,22698000
PY000320,E0378,2023-07,6071000,3855000,615000,0,770000,9771000
PY000321,E0379,2023-07,6406000,3855000,392000,0,789000,9864000
PY000322,E0380,2023-07,5684000,3855000,480000,0,728000,9291000
PY000323,E0381,2023-07,5382000,3855000,348000,0,695000,8890000
PY000324,E0382,2023-07,5161000,3855000,683000,0,691000,9008000
PY000325,E0383,2023-07,5729000,3855000,597000,0,738000,9443000
PY000326,E0385,2023-07,20420000,8482000,830000,0,2303000,27429000
PY000327,E0387,2023-07,5412000,3855000,576000,0,709000,9134000
PY000328,E0388,2023-07,5432000,3855000,267000,0,695000,8859000
PY000329,E0389,2023-07,4965000,3855000,298000,0,654000,8464000
PY000330,E0390,2023-07,27251000,8482000,1075000,0,2930000,33878000
PY000331,E0391,2023-07,6436000,3855000,561000,0,800000,10052000
PY000332,E0393,2023-07,4489000,3855000,328000,0,613000,8059000
PY000333,E0394,2023-07,5253000,3855000,263000,0,679000,8692000
PY000334,E0395,2023-07,5096000,3855000,1263000,0,715000,9499000
PY000335,E0397,2023-07,5211000,3855000,216000,0,673000,8609000
PY000336,E0398,2023-07,5641000,3855000,625000,0,732000,9389000
PY000337,E0399,2023-07,5692000,3855000,665000,0,738000,9474000
PY000338,E0400,2023-07,4188000,3855000,275000,0,583000,7735000
PY000339,E0402,2023-07,5439000,3855000,69000,0,686000,8677000
PY000340,E0403,2023-07,5615000,3855000,132000,0,705000,8897000
PY000341,E0405,2023-07,5147000,3855000,224000,0,667000,8559000
PY000342,E0406,2023-07,5402000,3855000,290000,0,693000,8854000
PY000343,E0407,2023-07,16525000,8482000,504000,0,1937000,23574000
PY000344,E0408,2023-07,5425000,3855000,150000,0,688000,8742000
PY000345,E0409,2023-07,16285000,8482000,3339000,0,2057000,26049000
PY000346,E0410,2023-07,4780000,3855000,329000,0,639000,8325000
PY000347,E0411,2023-07,23999000,8482000,2247000,0,2696000,32032000
PY000348,E0412,2023-07,5091000,3855000,291000,0,665000,8572000
PY000349,E0413,2023-07,5104000,3855000,332000,0,669000,8622000
PY000350,E0414,2023-07,4446000,3855000,151000,0,600000,7852000
PY000351,E0415,2023-07,5090000,3855000,422000,0,672000,8695000
PY000352,E0416,2023-07,5753000,3855000,182000,0,720000,9070000
PY000353,E0417,2023-07,4457000,3855000,240000,0,606000,7946000
PY000354,E0418,2023-07,15864000,8482000,1550000,0,1929000,23967000
PY000355,E0419,2023-07,5866000,3855000,327000,0,737000,9311000
PY000356,E0420,2023-07,4441000,3855000,301000,0,607000,7990000
PY000357,E0422,2023-07,5232000,3855000,451000,0,686000,8852000
PY000358,E0423,2023-07,5681000,3855000,321000,0,720000,9137000
PY000359,E0424,2023-07,5126000,3855000,117000,0,660000,8438000
PY000360,E0425,2023-07,5788000,3855000,355000,0,731000,9267000
PY000361,E0426,2023-07,14205000,8482000,929000,0,1749000,21867000
PY000362,E0428,2023-07,5590000,3855000,269000,0,709000,9005000
PY000363,E0429,2023-07,5670000,3855000,210000,0,714000,9021000
PY000364,E0431,2023-07,7542000,3855000,625000,0,903000,11119000
PY000365,E0432,2023-07,4958000,3855000,113000,0,645000,8281000
PY000366,E0433,2023-07,5790000,3855000,571000,0,742000,9474000
PY000367,E0435,2023-07,17960000,8482000,1189000,0,2100000,25531000
PY000368,E0436,2023-07,32729000,4549000,970000,0,3222000,35026000
PY000369,E0437,2023-07,3043000,2068000,269000,0,391000,4989000
PY000370,E0438,2023-07,3978000,2068000,247000,0,474000,5819000
PY000371,E0439,2023-07,2832000,2068000,299000,0,373000,4826000
PY000372,E0440,2023-07,3667000,2068000,196000,0,443000,5488000
PY000373,E0442,2023-07,3846000,2068000,243000,0,462000,5695000
PY000374,E0443,2023-07,3159000,2068000,172000,0,396000,5003000
PY000375,E0444,2023-07,4998000,2068000,261000,0,566000,6761000
PY000376,E0445,2023-07,2869000,2068000,285000,0,376000,4846000
PY000377,E0446,2023-07,2809000,2068000,302000,0,371000,4808000
PY000378,E0447,2023-07,3366000,2068000,160000,0,414000,5180000
PY000379,E0448,2023-07,4045000,2068000,217000,0,478000,5852000
PY000380,E0449,2023-07,4230000,2068000,248000,0,496000,6050000
PY000381,E0450,2023-07,17791000,4549000,1319000,0,1895000,21764000
PY000382,E0451,2023-07,3079000,2068000,141000,0,388000,4900000
PY000383,E0452,2023-07,14728000,4549000,740000,0,1590000,18427000
PY000384,E0453,2023-07,3541000,2068000,328000,0,438000,5499000
PY000385,E0454,2023-07,3651000,2068000,42000,0,434000,5327000
PY000386,E0455,2023-07,8200000,4549000,330000,0,982000,12097000
PY000387,E0456,2023-07,3192000,2068000,180000,0,400000,5040000
PY000388,E0457,2023-07,3025000,2068000,242000,0,388000,4947000
PY000389,E0458,2023-07,3107000,2068000,251000,0,396000,5030000
PY000390,E0459,2023-07,4714000,2068000,427000,0,549000,6660000
PY000391,E0460,2023-07,3600000,2068000,378000,0,446000,5600000
PY000392,E0461,2023-07,10942000,4549000,456000,0,1235000,14712000
PY000393,E0462,2023-07,3283000,2068000,316000,0,415000,5252000
PY000394,E0463,2023-07,11681000,4549000,647000,0,1311000,15566000
PY000395,E0464,2023-07,12790000,4549000,295000,0,1393000,16241000
PY000396,E0466,2023-07,2970000,2068000,210000,0,381000,4867000
PY000397,E0467,2023-07,3683000,2068000,103000,0,440000,5414000
PY000398,E0468,2023-07,12281000,4549000,1238000,0,1395000,16673000
PY000399,E0470,2023-07,3093000,2068000,320000,0,398000,5083000
PY000400,E0471,2023-07,3669000,2068000,73000,0,437000,5373000
PY000401,E0472,2023-07,2741000,2068000,139000,0,357000,4591000
PY000402,E0473,2023-07,2973000,2068000,267000,0,384000,4924000
PY000403,E0474,2023-07,3511000,2068000,331000,0,436000,5474000
PY000404,E0475,2023-07,4049000,2068000,250000,0,480000,5887000
PY000405,E0480,2023-07,3087000,2068000,568000,0,410000,5313000
PY000406,E0481,2023-07,3689000,2068000,196000,0,445000,5508000
